   0.443146E+00   0.450522E+06   0.448425E+06  -0.689150E-01  -0.689151E-01   0.000000E+00   0.450192E+06   0.450192E+06   0.450192E+06  -0.107136E-01   0.226917E+06   0.226905E+06   0.908233E-02
   0.447672E+00   0.443740E+06   0.441679E+06  -0.665120E-01  -0.665121E-01   0.000000E+00   0.443416E+06   0.443416E+06   0.443416E+06  -0.105524E-01   0.223502E+06   0.223490E+06   0.883741E-02
   0.452199E+00   0.437079E+06   0.435049E+06  -0.642084E-01  -0.642085E-01   0.000000E+00   0.436760E+06   0.436760E+06   0.436760E+06  -0.103940E-01   0.220146E+06   0.220135E+06   0.861404E-02
   0.456726E+00   0.430532E+06   0.428532E+06  -0.619992E-01  -0.619993E-01   0.000000E+00   0.430218E+06   0.430218E+06   0.430218E+06  -0.102383E-01   0.216849E+06   0.216837E+06   0.840985E-02
   0.461252E+00   0.424105E+06   0.422132E+06  -0.598808E-01  -0.598809E-01   0.000000E+00   0.423795E+06   0.423795E+06   0.423795E+06  -0.100854E-01   0.213612E+06   0.213600E+06   0.822018E-02
   0.465779E+00   0.417807E+06   0.415860E+06  -0.578505E-01  -0.578506E-01   0.000000E+00   0.417501E+06   0.417501E+06   0.417501E+06  -0.993566E-02   0.210439E+06   0.210428E+06   0.803948E-02
   0.470306E+00   0.411651E+06   0.409730E+06  -0.559061E-01  -0.559062E-01   0.000000E+00   0.411349E+06   0.411349E+06   0.411349E+06  -0.978925E-02   0.207338E+06   0.207327E+06   0.786267E-02
   0.474832E+00   0.405648E+06   0.403753E+06  -0.540455E-01  -0.540456E-01   0.000000E+00   0.405350E+06   0.405350E+06   0.405350E+06  -0.964649E-02   0.204315E+06   0.204304E+06   0.768611E-02
   0.479359E+00   0.399804E+06   0.397935E+06  -0.522656E-01  -0.522657E-01   0.000000E+00   0.399510E+06   0.399510E+06   0.399510E+06  -0.950751E-02   0.201371E+06   0.201360E+06   0.750812E-02
   0.483885E+00   0.394118E+06   0.392276E+06  -0.505627E-01  -0.505628E-01   0.000000E+00   0.393828E+06   0.393828E+06   0.393828E+06  -0.937229E-02   0.198507E+06   0.198496E+06   0.732901E-02
   0.488412E+00   0.388581E+06   0.386766E+06  -0.489327E-01  -0.489328E-01   0.000000E+00   0.388296E+06   0.388296E+06   0.388296E+06  -0.924064E-02   0.195719E+06   0.195708E+06   0.715056E-02
   0.492939E+00   0.383183E+06   0.381395E+06  -0.473708E-01  -0.473709E-01   0.000000E+00   0.382902E+06   0.382902E+06   0.382902E+06  -0.911227E-02   0.193000E+06   0.192989E+06   0.697532E-02
   0.497465E+00   0.377908E+06   0.376146E+06  -0.458723E-01  -0.458724E-01   0.000000E+00   0.377631E+06   0.377631E+06   0.377631E+06  -0.898683E-02   0.190343E+06   0.190333E+06   0.680588E-02
   0.501992E+00   0.372743E+06   0.371007E+06  -0.444331E-01  -0.444332E-01   0.000000E+00   0.372470E+06   0.372470E+06   0.372470E+06  -0.886401E-02   0.187742E+06   0.187732E+06   0.664421E-02
   0.506519E+00   0.367678E+06   0.365966E+06  -0.430494E-01  -0.430495E-01   0.000000E+00   0.367408E+06   0.367408E+06   0.367408E+06  -0.874355E-02   0.185190E+06   0.185180E+06   0.649125E-02
